ticker,insider_name,transaction_date,transaction_type,price,shares,value,relationship,sec_form4,market_open_at_trade,market_close_at_trade,high_at_trade,low_at_trade,sma_20_at_trade,rsi_14_at_trade,sma_20_prev,price_prev,high_plus_7d,low_plus_7d,max_gain_7d,max_drawdown_7d,high_plus_14d,low_plus_14d,max_gain_14d,max_drawdown_14d,high_plus_30d,low_plus_30d,max_gain_30d,max_drawdown_30d,high_minus_7d,low_minus_7d,high_minus_15d,low_minus_15d,final_gain_30d,case_2_outcome,ownership_pct,tags,score,bucket,outcome_case_1,outcome_case_2
MKZR,DIXON ROBERT E,2025-08-06,Buy,4.31,22559,97229,CEO/President,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103016/000110301625000004/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['👑 CEO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,DIXON ROBERT E,2025-08-08,Buy,4.44,2000,8885,CEO/President,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103016/000155091325000115/xslF345X05/primary_doc.xml,5.170000076293945,4.755000114440918,5.297999858856201,4.301000118255615,,,,4.5,5.459000110626221,4.400000095367432,22.950452942031987,-0.9008987529857826,,,,,,,,,6.329999923706055,3.890000104904175,7.710000038146973,3.890000104904175,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.001184,"['👑 CEO', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,FULLER GLEN W,2025-08-06,Buy,4.31,22559,97229,Treasurer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1103014/000155091325000109/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['🕵️ Other', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,PATTERSON CHARLES E. II,2025-08-06,Buy,4.31,22559,97229,General Counsel/Secretary,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000110/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['🕵️ Other', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,Sherpa Angche,2025-08-06,Buy,4.31,22559,97229,Chief Financial Officer,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000111/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['💼 CFO', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MKZR,Simpson Christine Elizabeth,2025-08-06,Buy,4.31,22559,97229,Chief Portfolio Manager,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1550913/000155091325000112/xslF345X05/primary_doc.xml,4.75,4.579999923706055,4.875,3.890000104904175,,17.353145822782068,,4.920000076293945,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,5.459000110626221,4.301000118255615,26.65893528135084,-0.2088139615866444,,,,,6.5,4.670000076293945,16.899999618530273,4.670000076293945,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.012956,"['📊 Portfolio Manager', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏘️ Real Estate', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '🔻 OVERSOLD (RSI < 30)', '⚠️ INSUFFICIENT DATA FOR MA/RSI', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MXCT,Brooke William W,2025-08-13,Buy,1.29,50000,64500,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1287098/000090514825002873/xslF345X05/form4.xml,1.309999942779541,1.3799999952316284,1.4500000476837158,1.2899999618530271,1.9454999685287475,26.227233918003435,1.9824999630451203,1.2699999809265137,1.5399999618530271,1.340000033378601,19.379842004110625,3.875971579736514,,,,,,,,,2.150000095367432,1.2599999904632568,2.2799999713897705,1.2599999904632568,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000438,"['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '📉 BELOW SMA20', '🔻 OVERSOLD (RSI < 30)', '📉 DIP SETUP', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",15.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
MXCT,Swirsky Douglas J,2025-08-13,Buy,1.29,50000,64500,CHIEF FINANCIAL OFFICER,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1287098/000090514825002877/xslF345X05/form4.xml,1.309999942779541,1.3799999952316284,1.4500000476837158,1.2899999618530271,1.9454999685287475,26.227233918003435,1.9824999630451203,1.2699999809265137,1.5399999618530271,1.340000033378601,19.379842004110625,3.875971579736514,,,,,,,,,2.150000095367432,1.2599999904632568,2.2799999713897705,1.2599999904632568,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000438,"['💼 CFO', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '📉 BELOW SMA20', '🔻 OVERSOLD (RSI < 30)', '📉 DIP SETUP', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",17.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NEGG,Galkin Vladimir,2025-07-29,Buy,42.33,138757,5873837,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1474627/000137647425000686/xslF345X05/filing.xml,40.04999923706055,56.18999862670898,56.77000045776367,40.04999923706055,29.389500188827515,74.50772415258459,27.39200024604797,39.08000183105469,69.5,41.0,64.18615639026696,-3.141979683439637,85.98999786376953,41.0,103.14197463682856,-3.141979683439637,,,,,43.27000045776367,25.82999992370605,48.0099983215332,25.489999771118164,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.004727,"['🔟 10% Owner', '💰 LARGE TRADE', '🌱 SMALL CAP', '🛍️ Consumer Cyclical', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📈 ABOVE SMA20', '🚀 OVERBOUGHT (RSI > 70)', '💪 STRONG TREND', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NSP,KAUFMAN CAROL R,2025-08-04,Buy,45.24,5000,226200,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1000753/000112760225020170/xslF345X05/form4.xml,45.5099983215332,48.27000045776367,48.43000030517578,44.13999938964844,57.99449977874756,29.258843591531104,58.593499755859376,45.06999969482422,54.27999877929688,47.33000183105469,19.98231383575791,4.619809529298597,54.27999877929688,47.33000183105469,19.98231383575791,4.619809529298597,,,,,61.650001525878906,45.06999969482422,61.650001525878906,45.06999969482422,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000119,"['📋 Director', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🏗️ Industrial', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 BELOW SMA20', '🔻 OVERSOLD (RSI < 30)', '📉 DIP SETUP', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NSP,Lumelleau John L,2025-08-04,Buy,45.36,5500,249480,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1000753/000100075325000082/xslF345X05/form4.xml,45.5099983215332,48.27000045776367,48.43000030517578,44.13999938964844,57.99449977874756,29.258843591531104,58.593499755859376,45.06999969482422,54.27999877929688,47.33000183105469,19.66490030709189,4.343037546416861,54.27999877929688,47.33000183105469,19.66490030709189,4.343037546416861,,,,,61.650001525878906,45.06999969482422,61.650001525878906,45.06999969482422,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000131,"['📋 Director', '🟢 SMALL TRADE', '🌱 SMALL CAP', '🏗️ Industrial', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 BELOW SMA20', '🔻 OVERSOLD (RSI < 30)', '📉 DIP SETUP', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",13.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NSPR,Kester Thomas J,2025-07-30,Buy,2.42,30991,74998,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1299870/000164117225021933/xslF345X05/ownership.xml,2.4600000381469727,2.369999885559082,2.4800000190734863,2.369999885559082,2.3795000076293946,47.06621795253437,2.372500014305115,2.440000057220459,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,,,,,2.549999952316284,2.240000009536743,2.5799999237060547,2.240000009536743,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000874,"['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NSPR,ROUBIN GARY S,2025-07-30,Buy,2.42,41322,99999,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1162533/000164117225021934/xslF345X05/ownership.xml,2.4600000381469727,2.369999885559082,2.4800000190734863,2.369999885559082,2.3795000076293946,47.06621795253437,2.372500014305115,2.440000057220459,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,,,,,2.549999952316284,2.240000009536743,2.5799999237060547,2.240000009536743,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.001166,"['📋 Director', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NSPR,Slosman Marvin,2025-07-30,Buy,2.42,10330,24999,CEO and President,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1433607/000164117225021931/xslF345X05/ownership.xml,2.4600000381469727,2.369999885559082,2.4800000190734863,2.369999885559082,2.3795000076293946,47.06621795253437,2.372500014305115,2.440000057220459,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,,,,,2.549999952316284,2.240000009536743,2.5799999237060547,2.240000009536743,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000291,"['👑 CEO', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
NSPR,Stuka Paul,2025-07-30,Buy,2.42,20661,50000,Director,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1433607/000164117225021930/xslF345X05/ownership.xml,2.4600000381469727,2.369999885559082,2.4800000190734863,2.369999885559082,2.3795000076293946,47.06621795253437,2.372500014305115,2.440000057220459,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,2.930000066757202,2.3499999046325684,21.07438292385133,-2.892565924274032,,,,,2.549999952316284,2.240000009536743,2.5799999237060547,2.240000009536743,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.000583,"['📋 Director', '🟢 SMALL TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📈 ABOVE CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📈 ABOVE SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",12.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
PASG,Lynx1 Capital Management LP,2025-07-22,Buy,5.44,13123,71338,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1746376/000090266425003152/xslF345X05/ownership.xml,5.320000171661377,5.670000076293945,5.860000133514404,5.320000171661377,7.093749976158142,39.509970610578826,7.145249962806702,5.269999980926514,7.699999809265137,5.400000095367432,41.54411414090324,-0.7352923645692785,7.699999809265137,5.400000095367432,41.54411414090324,-0.7352923645692785,,,,,7.00600004196167,5.124000072479248,9.81999969482422,5.124000072479248,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.003659,"['🔟 10% Owner', '💰 LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '📉 DIP SETUP', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
PASG,Lynx1 Capital Management LP,2025-07-23,Buy,5.740000000000001,49302,283033,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1746376/000090266425003152/xslF345X05/ownership.xml,5.650000095367432,5.78000020980835,5.991000175476074,5.400000095367432,7.030749988555908,40.51377931128575,7.093749976158142,5.670000076293945,7.699999809265137,5.519999980926514,34.14633814050758,-3.8327529455311393,7.699999809265137,5.5,34.14633814050758,-4.181184668989565,,,,,6.409999847412109,5.124000072479248,9.100000381469728,5.124000072479248,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.014517,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
PASG,Lynx1 Capital Management LP,2025-07-24,Buy,5.71,66423,379455,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1746376/000090266425003152/xslF345X05/ownership.xml,5.699999809265137,5.730000019073486,5.945000171661377,5.519999980926514,6.991249990463257,40.1873272496049,7.030749988555908,5.78000020980835,7.699999809265137,6.010000228881836,34.85113501339994,5.253944463779964,7.699999809265137,5.408999919891357,34.85113501339994,-5.271454993146104,,,,,6.409999847412109,5.124000072479248,8.859999656677246,5.124000072479248,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.019462,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🐣 MICRO CAP', '🏥 Healthcare', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📉 DIP -5% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🧩 MULTIPLE BUYS']",14.0,Ultra Conviction (12 - 14),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
PRME,"ARCH Venture Partners X, LLC",2025-08-01,Buy,3.3,3030300,9999990,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1219039/000106299325013460/xslF345X05/form4.xml,3.509999990463257,4.039999961853027,4.070000171661377,3.509999990463257,4.228250002861023,56.10577707902282,4.181749999523163,3.740000009536743,4.724999904632568,3.5,43.18181529189602,6.060606060606066,4.724999904632568,3.3499999046325684,43.18181529189602,1.5151486252293498,,,,,4.360000133514404,3.5199999809265137,5.170000076293945,3.5199999809265137,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.018404,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",18.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
PRME,"ARCH Venture Partners XII, LLC",2025-08-01,Buy,3.3,3030300,9999990,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1894562/000106299325013461/xslF345X05/form4.xml,3.509999990463257,4.039999961853027,4.070000171661377,3.509999990463257,4.228250002861023,56.10577707902282,4.181749999523163,3.740000009536743,4.724999904632568,3.5,43.18181529189602,6.060606060606066,4.724999904632568,3.3499999046325684,43.18181529189602,1.5151486252293498,,,,,4.360000133514404,3.5199999809265137,5.170000076293945,3.5199999809265137,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.018404,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",18.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
PRME,"GV 2021 GP, L.L.C.",2025-08-01,Buy,3.3,1500000,4950000,10% Owner,https://finviz.com/http://www.sec.gov/Archives/edgar/data/1652044/000141588925021025/xslF345X05/form4-08052025_080848.xml,3.509999990463257,4.039999961853027,4.070000171661377,3.509999990463257,4.228250002861023,56.10577707902282,4.181749999523163,3.740000009536743,4.724999904632568,3.5,43.18181529189602,6.060606060606066,4.724999904632568,3.3499999046325684,43.18181529189602,1.5151486252293498,,,,,4.360000133514404,3.5199999809265137,5.170000076293945,3.5199999809265137,,🚀 SPIKE BEFORE DROP - SUCCESSFUL TRADE,0.00911,"['🔟 10% Owner', '🔥 VERY LARGE TRADE', '🌱 SMALL CAP', '🏥 Healthcare', '🧨 CAUGHT THE KNIFE [7d]', '📉 BELOW CLOSE', '🚀 SPIKE +20% [7d]', '🚀 SPIKE +20% [14d]', '📅 NEAR EARNINGS', '📉 BELOW SMA20', '🟡 NEUTRAL (RSI)', '🟢 SUCCESSFUL TRADE C1', '🔁 CLUSTER BUY']",18.0,Highest Conviction (15+),🟢 SUCCESSFUL TRADE C1,🟢 SUCCESSFUL TRADE
