ticker,insider_name,transaction_date,üëë CEO,üíº CFO,‚öôÔ∏è COO,üí∞ CRO,üìà CIO,üß† CBO,ü™ë Chairman,üéñÔ∏è President,üßç EVP,üìä Portfolio Manager,üîü 10% Owner,üìã Director,üî• VERY LARGE TRADE,üí∞ LARGE TRADE,üü¢ SMALL TRADE,‚ùì UNKNOWN SIZE,üê£ MICRO CAP,üå± SMALL CAP,üåø MID CAP,üå≥ LARGE CAP,üèîÔ∏è MEGA CAP,üì° Tech,üè• Healthcare,üõçÔ∏è Consumer Cyclical,‚ö° Energy,üèóÔ∏è Industrial,üîå Utilities,üèòÔ∏è Real Estate,‚öôÔ∏è Materials,üìû Communication,üß∞ Other,üìâ DIP BUY,üöÄ BUYING INTO STRENGTH,üîÅ CLUSTER BUY,üß† SMART INSIDER,üß© MULTIPLE BUYS,üìÖ NEAR EARNINGS,Automatic/Scheduled,Compensation/Accounting,Ownership Disclaimer/Indirect,Conviction Buy,ticker,insider_name,transaction_date,case1_pred,case2_pred
AXON,Partovi Hadi,2025-08-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AXON,Partovi Hadi,2025-08-13,0.5890834,0.21938926
BA,Buckley Mortimer J,2025-08-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BA,Buckley Mortimer J,2025-08-19,0.5890834,0.21938926
BDX,HAYES GREGORY,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BDX,HAYES GREGORY,2025-08-11,0.72546595,0.24089564
BFC,Stayer-Suprick Michael S,2025-08-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BFC,Stayer-Suprick Michael S,2025-08-19,0.4636908,0.09681982
BFLY,Cashman Steve,2025-08-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BFLY,Cashman Steve,2025-08-25,0.7589261,0.8734878
BG,Mahoney Christopher,2025-08-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BG,Mahoney Christopher,2025-08-18,0.18356258,0.01857031
BJ,Ortega Steven L,2025-08-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BJ,Ortega Steven L,2025-08-26,0.18356258,0.01857031
BL,HENSHALL DAVID J,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BL,HENSHALL DAVID J,2025-08-08,0.9453456,0.81200427
BLFY,Kinzler Patrick H.,2025-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,BLFY,Kinzler Patrick H.,2025-08-01,0.502566,0.045237944
BLFY,Kinzler Patrick H.,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,BLFY,Kinzler Patrick H.,2025-08-04,0.53172225,0.054355748
BLFY,Malkiman Aleksandr,2025-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,BLFY,Malkiman Aleksandr,2025-08-01,0.12672395,0.13354193
BLFY,Malkiman Aleksandr,2025-08-04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,BLFY,Malkiman Aleksandr,2025-08-04,0.12672395,0.13354193
BPRN,TUCHMAN MARTIN,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BPRN,TUCHMAN MARTIN,2025-08-06,0.8346229,0.43657923
BPRN,TUCHMAN MARTIN,2025-08-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BPRN,TUCHMAN MARTIN,2025-08-07,0.8346229,0.43657923
BPRN,TUCHMAN MARTIN,2025-08-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BPRN,TUCHMAN MARTIN,2025-08-19,0.8346229,0.43657923
BPRN,TUCHMAN MARTIN,2025-08-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BPRN,TUCHMAN MARTIN,2025-08-20,0.8346229,0.43657923
BRBR,CONWAY SHAWN,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BRBR,CONWAY SHAWN,2025-08-06,0.3408379,0.10365074
BRBR,ROSENTHAL CRAIG L,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BRBR,ROSENTHAL CRAIG L,2025-08-06,0.31686506,0.14053603
BRBR,STEIN ELLIOT JR,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BRBR,STEIN ELLIOT JR,2025-08-06,0.3408379,0.10365074
BRCC,Taslitz Steven,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BRCC,Taslitz Steven,2025-08-08,0.8346229,0.43657923
BRO,KRUMP PAUL J,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BRO,KRUMP PAUL J,2025-08-08,0.18356258,0.01857031
BRO,Masojada Bronislaw Edmund,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BRO,Masojada Bronislaw Edmund,2025-08-06,0.1762277,0.032674287
BRT,GOULD INVESTORS L P,2025-08-11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,BRT,GOULD INVESTORS L P,2025-08-11,0.928707,0.5860898
BRT,GOULD INVESTORS L P,2025-08-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,BRT,GOULD INVESTORS L P,2025-08-12,0.928707,0.5860898
BRT,GOULD JEFFREY,2025-08-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,BRT,GOULD JEFFREY,2025-08-11,0.78815824,0.4942136
BRT,GOULD JEFFREY,2025-08-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,BRT,GOULD JEFFREY,2025-08-12,0.78815824,0.4942136
BRT,GOULD MATTHEW J,2025-08-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,BRT,GOULD MATTHEW J,2025-08-11,0.84883755,0.44205058
BRT,GOULD MATTHEW J,2025-08-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,BRT,GOULD MATTHEW J,2025-08-12,0.84883755,0.44205058
BSM,Carter Thomas L Jr,2025-08-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BSM,Carter Thomas L Jr,2025-08-19,0.61642843,0.6039196
BSM,Carter Thomas L Jr,2025-08-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BSM,Carter Thomas L Jr,2025-08-20,0.61642843,0.6039196
BX,Porat Ruth,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BX,Porat Ruth,2025-08-11,0.16601479,0.20866519
BY,KISTNER WILLIAM G,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BY,KISTNER WILLIAM G,2025-08-08,0.4636908,0.09681982
CAPL,Reilly John B. III,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,CAPL,Reilly John B. III,2025-08-12,0.14561835,0.05732343
CAPL,Topper Joseph V. Jr.,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,CAPL,Topper Joseph V. Jr.,2025-08-12,0.14561835,0.05732343
CASS,Normile Michael James,2025-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASS,Normile Michael James,2025-08-01,0.6917819,0.23871893
CASS,Resch Martin H.,2025-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASS,Resch Martin H.,2025-08-01,0.4677245,0.45402247
CBAN,Bateman Leonard H JR,2025-08-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,CBAN,Bateman Leonard H JR,2025-08-19,0.15644287,0.08477199
CBAN,Canup Edward G,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CBAN,Canup Edward G,2025-08-15,0.45548218,0.11232727
CBZ,Lakhia Brad S.,2025-08-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CBZ,Lakhia Brad S.,2025-08-04,0.87950695,0.8012414
CBZ,YOUNG RODNEY A,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CBZ,YOUNG RODNEY A,2025-08-08,0.9714906,0.8643921
CDE,Das Paramita,2025-08-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CDE,Das Paramita,2025-08-14,0.9837675,0.8420274
CHD,McChesney Lee B,2025-08-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CHD,McChesney Lee B,2025-08-08,0.50183827,0.13119131
CHE,WALSH GEORGE J III,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CHE,WALSH GEORGE J III,2025-08-04,0.97539526,0.8827977
CHMG,COLE LOREN D,2025-08-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CHMG,COLE LOREN D,2025-08-05,0.19474445,0.16607906
CION,Reisner Michael A,2025-08-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CION,Reisner Michael A,2025-08-12,0.21191895,0.1792006
CIVB,Weaks Nathan E,2025-08-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CIVB,Weaks Nathan E,2025-08-18,0.4636908,0.09681982
CIVB,Weaks Nathan E,2025-08-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CIVB,Weaks Nathan E,2025-08-21,0.4636908,0.09681982
CIVB,Whinnem Ian,2025-08-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CIVB,Whinnem Ian,2025-08-05,0.29915747,0.10321346
CLH,Battles Michael Louis,2025-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CLH,Battles Michael Louis,2025-08-01,0.35263625,0.35208783
CLOV,Loengard Anna U,2025-08-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CLOV,Loengard Anna U,2025-08-13,0.9284012,0.702025
CLPR,BISTRICER DAVID,2025-08-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,CLPR,BISTRICER DAVID,2025-08-21,0.8476106,0.6261722
CMPO,Moriarty Kevin M,2025-08-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CMPO,Moriarty Kevin M,2025-08-13,0.8361498,0.84418875
COLM,Bragdon Peter J,2025-08-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COLM,Bragdon Peter J,2025-08-11,0.8529892,0.9240392
COTY,Mercier Laurent,2025-08-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,COTY,Mercier Laurent,2025-08-25,0.20516394,0.08742078
COTY,Mercier Laurent,2025-08-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,COTY,Mercier Laurent,2025-08-26,0.20516394,0.08742078
COTY,Nabi Sue,2025-08-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,COTY,Nabi Sue,2025-08-22,0.49763232,0.2413782
COTY,Srinivasan Priya,2025-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,COTY,Srinivasan Priya,2025-08-22,0.31686506,0.14053603
CRSP,Treco Douglas A,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CRSP,Treco Douglas A,2025-08-06,0.9706113,0.9600141
CSR,Olson Anne,2025-08-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,CSR,Olson Anne,2025-08-08,0.6101692,0.60341495
CSR,Patel Bhairav,2025-08-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,CSR,Patel Bhairav,2025-08-08,0.77637,0.35862902
CSR,Schissel John A,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,CSR,Schissel John A,2025-08-08,0.72451544,0.31257492
CVBF,Borba George A Jr,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CVBF,Borba George A Jr,2025-08-04,0.8551979,0.7109274
CWBC,LOKEY JAMES W,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CWBC,LOKEY JAMES W,2025-08-15,0.13733543,0.14466555
CWBC,STOVESAND KIRK,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CWBC,STOVESAND KIRK,2025-08-15,0.13733543,0.14466555
CZNC,Pellegrino Frank G,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CZNC,Pellegrino Frank G,2025-08-08,0.7224027,0.16012307
CZNC,Shattuck Katherine W,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CZNC,Shattuck Katherine W,2025-08-08,0.7224027,0.16012307
DGICA,DONEGAL MUTUAL INSURANCE CO,2025-08-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,DGICA,DONEGAL MUTUAL INSURANCE CO,2025-08-26,0.81905705,0.55197245
DGICA,DONEGAL MUTUAL INSURANCE CO,2025-08-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,DGICA,DONEGAL MUTUAL INSURANCE CO,2025-08-27,0.81905705,0.55197245
DIN,Chang Vance YuWen,2025-08-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DIN,Chang Vance YuWen,2025-08-21,0.69154984,0.42331833
DIN,Peyton John W.,2025-08-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DIN,Peyton John W.,2025-08-19,0.72661567,0.8233494
DOC,Brinker Scott M,2025-08-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,DOC,Brinker Scott M,2025-08-04,0.2594229,0.16695194
DTM,Jewell Jeffrey A,2025-08-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DTM,Jewell Jeffrey A,2025-08-07,0.10749103,0.054175414
DVAX,Myers Scott Dunseth,2025-08-22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DVAX,Myers Scott Dunseth,2025-08-22,0.9284012,0.702025
EBC,Antonakes Steven Louis,2025-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,EBC,Antonakes Steven Louis,2025-08-27,0.11947882,0.3165505
EBC,Henry Kathleen Cloherty,2025-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,EBC,Henry Kathleen Cloherty,2025-08-27,0.11947882,0.3165505
EBC,Miller Quincy Lee,2025-08-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,EBC,Miller Quincy Lee,2025-08-27,0.11947882,0.3165505
EBC,Rivers Robert Francis,2025-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,EBC,Rivers Robert Francis,2025-08-25,0.16285866,0.2958268
EBC,SHEAHAN DENIS K,2025-08-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,EBC,SHEAHAN DENIS K,2025-08-25,0.381649,0.2527135
EHAB,Solomon Ryan,2025-08-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EHAB,Solomon Ryan,2025-08-08,0.7172164,0.685786
EIG,Pedraja Michael,2025-08-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EIG,Pedraja Michael,2025-08-05,0.32693473,0.1256269
ELA,DeLuca John Garrett,2025-08-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ELA,DeLuca John Garrett,2025-08-19,0.8696728,0.55162525
ELV,DeVore Susan D.,2025-08-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ELV,DeVore Susan D.,2025-08-19,0.72546595,0.24089564
